Order No,Time from Pickup to Arrival
Order_No_23195,3892216.1075730743
Order_No_19275,5503514.996285084
Order_No_8677,4105847.328119086
Order_No_11312,6120250.525236073
Order_No_3768,6489025.177078351
Order_No_4518,5646033.810330083
Order_No_8788,5344272.330638315
Order_No_6651,4726736.913155281
Order_No_10199,5176525.413025127
Order_No_12643,6621846.196424133
Order_No_11349,5966503.383725483
Order_No_7475,3886685.0084811915
Order_No_21786,4012736.7950010877
Order_No_22526,4449201.533767076
Order_No_5858,4498520.725240044
Order_No_21843,5046973.210469372
Order_No_19003,4658610.459831022
Order_No_11428,6325010.142372366
Order_No_9790,6275983.4027113365
Order_No_5958,5565607.568540818
Order_No_1584,4362513.462923547
Order_No_87,4072234.647622275
Order_No_17640,5833898.604416413
Order_No_13646,3187692.198788797
Order_No_23963,3282413.527361497
Order_No_15060,4522571.4676963845
Order_No_3406,4626730.214130589
Order_No_27259,4195534.137839762
Order_No_15897,4992856.045126355
Order_No_14016,4400431.074148041
Order_No_8539,4948632.775061377
Order_No_9036,6358736.222231084
Order_No_13316,5806561.854067653
Order_No_26379,5144628.012907892
Order_No_24334,5449495.081422554
Order_No_9210,6285762.7241885755
Order_No_9930,6066278.317474577
Order_No_7220,4951027.421876293
Order_No_5576,5786468.600560833
Order_No_39,5242523.21108262
Order_No_6465,5637745.4043742195
Order_No_6429,4590347.034426628
Order_No_19439,5923363.854008974
Order_No_7683,3753854.08869365
Order_No_5723,4533033.935116969
Order_No_1536,3937475.928218414
Order_No_5526,5729958.695449041
Order_No_4095,5446810.219782003
Order_No_6575,4197943.14505105
Order_No_20185,4386100.1276277825
Order_No_7939,4947099.786027187
Order_No_19197,4411477.462490985
Order_No_24755,5696076.0066985935
Order_No_8648,4784075.760557516
Order_No_12190,3746426.207450783
Order_No_13630,4124316.183419367
Order_No_12549,5757956.621420766
Order_No_19540,3972375.352239933
Order_No_25376,6134503.9708496425
Order_No_19723,5410928.485268314
Order_No_15760,5545441.799089479
Order_No_2792,5292407.190727868
Order_No_16686,5992028.533193011
Order_No_16251,3784211.571142821
Order_No_10240,6029371.654712677
Order_No_14598,5221214.128519761
Order_No_27411,7067817.814367087
Order_No_10243,4431527.525248413
Order_No_769,5974309.409002979
Order_No_923,5726566.8238828285
Order_No_7565,3973093.4052771716
Order_No_4850,3419099.1053911564
Order_No_5438,5036055.360284765
Order_No_15858,3633481.8067355836
Order_No_27699,4932653.838970814
Order_No_21586,6347783.115210742
Order_No_20598,5451440.013959888
Order_No_677,5212570.206045915
Order_No_14213,3925969.0384282223
Order_No_11397,5030781.212323423
Order_No_13490,6640432.853101023
Order_No_26563,3062187.4924314697
Order_No_28091,6033927.113785549
Order_No_282,3545854.926265769
Order_No_13240,3583763.8645839165
Order_No_11454,4321218.420874792
Order_No_18973,4320408.815924427
Order_No_14912,4666222.643289076
Order_No_8624,5600529.702446791
Order_No_26874,5048787.930977018
Order_No_21486,4648270.900068655
Order_No_6578,4276374.976215757
Order_No_9873,5731536.742938585
Order_No_13274,5950966.050477802
Order_No_20741,3423215.5635716724
Order_No_20255,5948876.1806680495
Order_No_12310,4212097.1179213
Order_No_5117,3657372.32243881
Order_No_18893,3966476.0228426717
Order_No_786,4671289.213836024
Order_No_5745,5546808.810162968
Order_No_5518,5173615.887477945
Order_No_25758,4577042.331879641
Order_No_15450,5323902.28155412
Order_No_16462,4850345.655346589
Order_No_23107,5029780.340497466
Order_No_23679,3504577.4621165274
Order_No_13926,4169058.895893114
Order_No_21677,6009924.043775621
Order_No_3949,6501045.612133227
Order_No_10169,4154306.729643662
Order_No_5897,5610945.292332983
Order_No_22325,5573607.107576202
Order_No_11296,5010075.646341651
Order_No_16112,5387723.229158704
Order_No_20966,3788707.7832745058
Order_No_15758,4584664.2104585245
Order_No_5343,3238110.1744678644
Order_No_20993,4403931.492148489
Order_No_25191,5854761.336308959
Order_No_9145,6445264.779330187
Order_No_24603,5560780.149887963
Order_No_15630,4737599.985674659
Order_No_12216,5043450.9116851855
Order_No_12712,7086521.485462542
Order_No_21576,7134546.278757881
Order_No_23822,6910385.989871374
Order_No_10675,5718848.103297677
Order_No_1294,3509977.1017155135
Order_No_14310,4015790.495686697
Order_No_4032,4758502.772537339
Order_No_7107,4277438.731572676
Order_No_15309,5831170.398507272
Order_No_24187,5539242.596532834
Order_No_22812,3775970.068976819
Order_No_605,4352872.772522303
Order_No_4198,5869166.672442374
Order_No_17273,5923932.99803076
Order_No_27576,3643584.2796877786
Order_No_20612,4101772.891055925
Order_No_17320,5995095.453699263
Order_No_23334,4050035.4731678474
Order_No_11611,3756373.8127542944
Order_No_4443,4375204.695923922
Order_No_4514,6549950.620322244
Order_No_19828,5732489.345918554
Order_No_6459,3821082.7332940884
Order_No_18483,6173484.125895609
Order_No_4504,6176343.816774382
Order_No_7814,6169869.175949416
Order_No_14554,4962223.413571224
Order_No_7916,5738060.277079743
Order_No_22231,4803766.4493634775
Order_No_23538,3188751.2454365822
Order_No_13962,5322937.864767816
Order_No_19650,5743233.314505882
Order_No_26678,5762571.056582709
Order_No_24273,5061698.199596048
Order_No_4880,6380626.153288778
Order_No_7791,4717700.917791625
Order_No_15866,5645648.99175897
Order_No_2059,4494130.413468234
Order_No_5899,5920548.85662224
Order_No_14636,5499894.709445198
Order_No_7286,5232977.488464651
Order_No_8398,4864085.740818229
Order_No_10001,5170138.857678414
Order_No_1324,6996591.071269982
Order_No_6596,5496287.913280779
Order_No_16904,5344585.8958271695
Order_No_5195,3122603.3901262856
Order_No_18430,3928848.400250292
Order_No_5755,4705330.798907199
Order_No_22502,4015508.5624274523
Order_No_19956,5458871.05443141
Order_No_9812,5280505.662629565
Order_No_21781,5761204.703717662
Order_No_19719,4151620.4050561283
Order_No_1220,4233835.83585442
Order_No_7770,3772086.99358852
Order_No_20358,4390949.103740025
Order_No_16267,4564728.140720484
Order_No_15725,4282277.906098687
Order_No_14641,5495378.535804805
Order_No_17654,3146670.487240509
Order_No_3571,6189817.753652083
Order_No_16851,6216737.153686526
Order_No_22252,5983252.009145071
Order_No_12892,4163430.562064282
Order_No_9029,4048821.82551869
Order_No_23373,3319874.6817015354
Order_No_21832,5847639.451963297
Order_No_14121,4269741.544611374
Order_No_6610,4220873.978310796
Order_No_25857,5427606.34724838
Order_No_3061,4385721.8365100175
Order_No_27749,3752312.4625546997
Order_No_18092,5819550.593479475
Order_No_25715,5388411.562308525
Order_No_10350,4031959.3360005487
Order_No_8229,3992574.138282957
Order_No_27857,4324612.302562124
Order_No_21721,6428778.826308854
Order_No_24121,3861296.906629755
Order_No_20879,4036714.687178708
Order_No_17356,5280466.1908157
Order_No_13869,3887397.3737775106
Order_No_17421,4281137.581858034
Order_No_19906,5935467.209547259
Order_No_12999,4306180.322576989
Order_No_14200,6226055.017238781
Order_No_18895,5555505.982293539
Order_No_14186,6816165.549952142
Order_No_16825,6224146.851424605
Order_No_19578,3578843.5864052176
Order_No_22169,5516180.862220998
Order_No_8928,5157742.651641649
Order_No_22970,4783724.413956711
Order_No_5504,5781484.64597438
Order_No_19277,4634795.6490274025
Order_No_15396,4241230.955974488
Order_No_18969,6851786.913125395
Order_No_3980,6003610.429474597
Order_No_17306,4172220.9567367374
Order_No_25747,5799584.597093233
Order_No_2749,4960115.653573811
Order_No_2453,4068378.316003971
Order_No_8431,3695200.498654408
Order_No_24710,6232318.048984259
Order_No_1013,3656075.6761718253
Order_No_25574,6689318.922476425
Order_No_984,4596134.210315724
Order_No_18289,3565730.7765851645
Order_No_12289,7167805.824816969
Order_No_9789,4558225.867218936
Order_No_22418,3559465.820657006
Order_No_20762,6522281.395404879
Order_No_8354,4036514.5062579494
Order_No_12910,4441386.9524870785
Order_No_21283,5219582.067049636
Order_No_21032,4139031.1968701035
Order_No_10111,6278933.223737305
Order_No_16188,4382929.003051795
Order_No_26761,4050487.7342658336
Order_No_25610,5762496.602667358
Order_No_20686,5867052.226256568
Order_No_22107,4511491.864251483
Order_No_7580,5131922.6483182255
Order_No_16847,3500497.055958096
Order_No_1449,4532774.735415322
Order_No_10022,5682827.390463914
Order_No_8689,3955262.529020309
Order_No_15490,4041770.4705643714
Order_No_20643,3756315.0136021567
Order_No_23287,5879398.564184558
Order_No_25576,6655673.100153615
Order_No_24590,5961058.217194708
Order_No_2263,2830768.7843225133
Order_No_19336,3769134.805870297
Order_No_18882,3806176.8856195156
Order_No_27766,5855109.264061683
Order_No_7801,5443411.081086874
Order_No_19428,4177993.2299435786
Order_No_23924,4555591.401507414
Order_No_15375,5401715.889497581
Order_No_17196,3678230.438372455
Order_No_19442,5952647.033749351
Order_No_8680,6257651.212632
Order_No_9759,4317870.480280339
Order_No_16868,4401555.034250233
Order_No_11783,5305052.986306656
Order_No_5970,4624210.723704862
Order_No_7186,4407153.288049879
Order_No_9644,4117935.885685075
Order_No_27646,4028585.418675982
Order_No_23592,4172748.906071947
Order_No_3984,5380209.509517128
Order_No_27071,5130972.229536796
Order_No_5488,4963522.488861986
Order_No_25210,3404468.11550107
Order_No_23985,5025683.707529329
Order_No_18009,5022443.120084892
Order_No_25282,3535465.478448736
Order_No_2029,5400714.8270896925
Order_No_17703,3475029.0231248867
Order_No_22539,4035434.739449415
Order_No_16883,6037687.020864802
Order_No_17083,5133849.1980112735
Order_No_10193,4855789.277242775
Order_No_25629,5750718.607066796
Order_No_784,5521247.332301581
Order_No_13429,5400071.652177376
Order_No_3427,5301786.567142262
Order_No_21473,6207415.24022152
Order_No_1162,4485573.313828581
Order_No_604,4031095.988077084
Order_No_11781,4722329.035953472
Order_No_14298,5164881.362720941
Order_No_9695,5622207.227673212
Order_No_6582,4437472.988718148
Order_No_25726,7150852.234844003
Order_No_11901,5998238.134412916
Order_No_27638,5578674.386987062
Order_No_3773,3496778.013987973
Order_No_16833,5114927.17186865
Order_No_15992,4521070.934768585
Order_No_25710,3961609.683245566
Order_No_27634,5309069.012349104
Order_No_1867,3680034.9321183385
Order_No_11273,6171410.018496562
Order_No_25598,6614406.774692092
Order_No_10946,5459402.035053119
Order_No_804,4950075.641127521
Order_No_23033,5603476.205931016
Order_No_8896,4718718.67317079
Order_No_4580,4336862.849806941
Order_No_127,5292396.74807125
Order_No_13178,5328576.718398188
Order_No_15234,4640189.453152818
Order_No_8813,6230473.041561087
Order_No_20137,4854670.750644816
Order_No_6985,4993902.3866642825
Order_No_12502,3624967.283781674
Order_No_319,5791592.447437786
Order_No_28068,3794703.126287955
Order_No_12463,6232275.427510014
Order_No_19344,4339484.115271503
Order_No_19624,3900323.7662194255
Order_No_23577,4541781.9585824255
Order_No_21017,5772916.430180484
Order_No_11014,5819074.001209497
Order_No_26841,6356008.642810112
Order_No_18107,4573243.426387212
Order_No_9527,7612505.18504972
Order_No_15093,3384953.532407525
Order_No_24254,3896492.078546509
Order_No_1434,7415436.21487691
Order_No_7131,3393851.376058714
Order_No_5297,4121165.496028643
Order_No_13640,6776722.46793724
Order_No_11893,5121838.6454801215
Order_No_22940,4973030.593681405
Order_No_26272,4011820.875126102
Order_No_9408,7933186.547980016
Order_No_15094,4790854.99438521
Order_No_9956,6856514.893094123
Order_No_21383,5449416.849131864
Order_No_19182,5852144.238644267
Order_No_16683,5264241.740870127
Order_No_16381,3641843.600823137
Order_No_16445,4640590.225115231
Order_No_6257,5262468.775552755
Order_No_23651,3575286.2129969797
Order_No_13317,4548895.429369053
Order_No_20291,5757251.375803198
Order_No_22958,5726522.138236202
Order_No_14227,4372347.744061703
Order_No_11052,4813926.094892473
Order_No_4685,5416603.391990335
Order_No_7783,4039800.931438084
Order_No_14157,6109672.635364772
Order_No_21015,4077427.9886456477
Order_No_2556,4429947.282666456
Order_No_14255,3500690.4236438232
Order_No_22151,5004182.942913776
Order_No_10327,5259084.927055319
Order_No_10546,4263111.572589792
Order_No_24729,4455117.512312698
Order_No_9010,5078582.592448342
Order_No_1964,5861371.429190399
Order_No_24782,4734084.651909802
Order_No_2574,5635980.297235179
Order_No_21982,3980171.371151596
Order_No_2550,4511064.556890975
Order_No_17017,5940161.5911439685
Order_No_15755,4696188.964613032
Order_No_19444,4978997.515407442
Order_No_3554,5144660.59983722
Order_No_3943,6181389.995188183
Order_No_26262,3673410.969812106
Order_No_25343,5718897.058658267
Order_No_8346,5699552.866096301
Order_No_7348,4142641.079473554
Order_No_16703,3797589.8715855647
Order_No_25165,4312245.964171706
Order_No_11181,4945649.963160292
Order_No_19522,3647171.752999571
Order_No_6242,4732505.191208823
Order_No_16029,5060714.148118367
Order_No_10140,5422133.648716491
Order_No_19028,4120761.2951256204
Order_No_25988,4954997.530868155
Order_No_5306,7099355.619618086
Order_No_15537,5998256.637365599
Order_No_7132,4161345.6191884615
Order_No_4515,6218621.388433959
Order_No_22468,3524316.92393522
Order_No_26150,3801678.0317963874
Order_No_8176,4980364.290406863
Order_No_21218,6005504.344128004
Order_No_12390,5105313.026558359
Order_No_27507,4351986.768637747
Order_No_4122,4566450.885685579
Order_No_6798,3178236.724070148
Order_No_26188,5782719.719516021
Order_No_19274,6022527.140482112
Order_No_25521,3901547.8816771316
Order_No_24949,5363065.712732836
Order_No_16309,5494644.087828292
Order_No_22873,5180653.912811188
Order_No_2095,5611935.519952031
Order_No_9436,6254467.595075648
Order_No_18053,5978988.342047847
Order_No_1063,4594697.300764672
Order_No_3875,6853850.811002394
Order_No_2647,4342990.625599186
Order_No_7628,4289411.016196438
Order_No_20941,5502490.963347295
Order_No_22306,6198945.271894618
Order_No_1563,3907241.6107989918
Order_No_17036,5700316.557749432
Order_No_22179,6251632.062045786
Order_No_2109,4812844.759306751
Order_No_2777,4694864.112118482
Order_No_9379,5083967.945545283
Order_No_3866,5653228.70847539
Order_No_20297,3905594.4258633857
Order_No_10280,5595085.364798358
Order_No_6937,6107581.379682006
Order_No_9335,6245707.993406748
Order_No_614,4409185.456121649
Order_No_16042,6273028.453923277
Order_No_935,5384863.229842425
Order_No_8282,4077618.6021794323
Order_No_8974,4239579.673883523
Order_No_5904,5961469.539228569
Order_No_12844,6191415.110581357
Order_No_256,4940600.548500962
Order_No_14050,3875665.356251252
Order_No_4829,3598421.1997707724
Order_No_20977,4344709.3106322875
Order_No_19789,3196731.57036841
Order_No_24015,4270395.285489536
Order_No_23868,3594660.839366161
Order_No_4842,3823608.2788142054
Order_No_22210,5072671.504938339
Order_No_23354,5005899.120603916
Order_No_6577,5862301.6741067665
Order_No_12378,6808678.366037719
Order_No_25530,4417744.524215958
Order_No_24984,5532342.9368053395
Order_No_12714,5547981.253734109
Order_No_26084,6496587.065652228
Order_No_23984,4309691.067362056
Order_No_2036,5776334.883131264
Order_No_6670,4575854.150875444
Order_No_22080,4219546.4911921555
Order_No_15856,4638973.4995704405
Order_No_18926,5742245.01014256
Order_No_21966,6387548.22665979
Order_No_4115,6536730.0446113385
Order_No_8474,5483019.887349098
Order_No_17315,3110776.391627808
Order_No_19890,4524765.212654716
Order_No_23923,5987587.632601322
Order_No_8126,4348284.334126911
Order_No_17643,4783666.800307156
Order_No_14091,4413196.244745828
Order_No_11744,6058900.432810061
Order_No_16828,5867344.293551687
Order_No_21117,5911617.05055255
Order_No_27658,6054053.843573732
Order_No_9340,5645822.180659777
Order_No_27096,6856837.802605925
Order_No_1501,4387238.664985791
Order_No_1457,4576763.499531923
Order_No_22930,4295657.057783802
Order_No_8646,3892176.7682897076
Order_No_9511,4352369.682762432
Order_No_26094,4282264.179167436
Order_No_7002,5528991.912201877
Order_No_15749,5152674.904430243
Order_No_2644,4299185.220377562
Order_No_18704,4883130.693122121
Order_No_10368,4773409.613094137
Order_No_3453,5750048.426628463
Order_No_27734,6488881.715571408
Order_No_24946,5131807.838550081
Order_No_27772,2862031.148507212
Order_No_11578,5257000.003915094
Order_No_12446,4109946.3611040423
Order_No_2705,4417094.308877161
Order_No_7376,5742423.72906234
Order_No_1066,5444628.140084247
Order_No_3756,7082376.6686795065
Order_No_2753,3805163.0861378126
Order_No_16430,3611937.6854295405
Order_No_10795,4485822.927187192
Order_No_19401,4121604.4205573164
Order_No_4572,4104667.9174913475
Order_No_2411,5960648.366353758
Order_No_9352,3411215.6633659475
Order_No_21900,3752393.1804770706
Order_No_24512,4765595.118710829
Order_No_25323,4059033.355303261
Order_No_14387,4121463.959511279
Order_No_18508,6280442.133943968
Order_No_20206,4739398.285868473
Order_No_18088,3940789.5319877635
Order_No_7280,5078615.036125602
Order_No_23298,4683844.230869452
Order_No_3003,3583287.556590756
Order_No_26178,4551332.452813497
Order_No_6280,5366668.57683694
Order_No_6436,6123636.153595125
Order_No_21055,4931379.85637846
Order_No_24393,6113662.694070211
Order_No_13353,5436189.45233028
Order_No_6887,4307909.735975494
Order_No_25408,5818722.44359372
Order_No_27884,5540484.182274673
Order_No_19519,4803273.649306493
Order_No_3290,5335533.344794715
Order_No_23436,6229509.645105186
Order_No_18966,5390352.373709528
Order_No_829,5026447.571765744
Order_No_1880,5147413.153227435
Order_No_23337,5555940.29265265
Order_No_7576,4216333.950529989
Order_No_8810,5276657.465226695
Order_No_15795,3598239.6912957877
Order_No_19469,4312600.914358978
Order_No_2487,4946710.580139348
Order_No_17502,6189802.919682207
Order_No_17132,4582955.428404794
Order_No_21254,6626377.186922884
Order_No_10442,5265673.131968255
Order_No_10312,4917728.913545703
Order_No_27410,4688153.975733668
Order_No_11326,5479556.011488532
Order_No_12760,6182849.196574504
Order_No_6499,3962009.636928164
Order_No_12145,4717187.37691584
Order_No_4070,5516849.905615871
Order_No_21361,4034858.2315615118
Order_No_19555,7470386.043363638
Order_No_7370,6866528.961896895
Order_No_27330,6068114.16336362
Order_No_6142,5165706.1046525445
Order_No_14565,4537970.163281863
Order_No_26825,5595493.01872025
Order_No_1174,5619086.961231016
Order_No_13671,5202773.483264897
Order_No_19314,6484921.512325581
Order_No_16314,5022516.717570891
Order_No_6211,3482496.337632347
Order_No_12870,5663675.150880759
Order_No_27248,3232845.99705701
Order_No_4654,4332599.03322503
Order_No_15448,5663895.492324229
Order_No_13690,4666370.755027147
Order_No_23109,5835422.739434311
Order_No_27343,3232785.0679890676
Order_No_19496,5059923.680935768
Order_No_18710,3995344.9989652857
Order_No_6986,4545162.463984485
Order_No_16459,5165612.038259278
Order_No_28208,5893406.6961120125
Order_No_16564,3851565.36853377
Order_No_23282,4583353.102049158
Order_No_8309,4296231.07622649
Order_No_16616,4546868.247472947
Order_No_21391,4358829.2415691335
Order_No_28223,6085761.7905748505
Order_No_10533,4012647.262263991
Order_No_9456,4356994.925597705
Order_No_2221,4036586.6048022006
Order_No_25138,5984826.029149061
Order_No_18298,5639615.474526906
Order_No_9510,5206700.764226346
Order_No_2485,4315924.0405661035
Order_No_27327,5422409.379127677
Order_No_18819,6507681.922348613
Order_No_2028,3897828.885815962
Order_No_6571,4967153.612283094
Order_No_28006,3357401.2787627364
Order_No_24967,5854799.060662672
Order_No_1444,4918226.993170623
Order_No_20501,4411818.893285454
Order_No_15671,3434253.537839277
Order_No_1033,3966470.2436171374
Order_No_2136,6089095.513901052
Order_No_1601,4782111.675641594
Order_No_3174,6186915.216940023
Order_No_23725,5073394.349906126
Order_No_20705,6279082.588701637
Order_No_8881,4917006.316189507
Order_No_23904,4388103.41717266
Order_No_4742,5095358.393823127
Order_No_10182,4819834.712271864
Order_No_20877,4899218.237701388
Order_No_20107,4429762.422467864
Order_No_25174,3854946.417969273
Order_No_992,4844763.253140269
Order_No_25564,6057477.526406708
Order_No_13620,3851493.6945443773
Order_No_25209,5931377.401185942
Order_No_7631,3579011.2845346364
Order_No_6886,3820295.8325783224
Order_No_2227,3823758.9823578987
Order_No_9777,4973491.054305233
Order_No_5450,4256795.023964154
Order_No_26499,3890943.555303873
Order_No_15936,3658532.107283686
Order_No_8849,5119435.671716187
Order_No_11169,4807382.075467771
Order_No_4819,4842593.8363938965
Order_No_18974,4826422.325087983
Order_No_5098,3938511.7337239576
Order_No_27586,3921337.8716153633
Order_No_15052,5022213.170805636
Order_No_3052,3996644.2395840683
Order_No_11165,6033058.203206884
Order_No_5241,5198724.377099655
Order_No_3395,4623971.9207219565
Order_No_22174,6146530.719724703
Order_No_12260,3575931.637773819
Order_No_18668,4104556.1288724095
Order_No_27246,6078655.784060539
Order_No_15071,4762999.904015311
Order_No_22211,4801836.390250344
Order_No_26363,3202386.974452206
Order_No_5779,5478139.715468879
Order_No_13413,5535604.551438782
Order_No_12810,3599127.486887807
Order_No_26119,5984645.6693542665
Order_No_13151,4043630.994850686
Order_No_10631,5700716.241726768
Order_No_3649,5988248.178832884
Order_No_14329,5904987.281041336
Order_No_2248,5589555.764402482
Order_No_15215,5855023.8514964115
Order_No_10649,4229684.385255525
Order_No_12531,4062212.303044677
Order_No_20424,4195289.640898922
Order_No_25851,5768122.129602548
Order_No_1657,4181863.816721051
Order_No_9925,4423275.793242656
Order_No_7860,5311646.107401075
Order_No_15403,3888914.026011877
Order_No_8544,5761711.639477018
Order_No_18308,4616357.040994535
Order_No_23126,4083167.1540840925
Order_No_26875,4892575.595797618
Order_No_11533,5534252.358926249
Order_No_8815,6136887.336983732
Order_No_24322,4237269.567354988
Order_No_20793,5099360.809708642
Order_No_3402,3492451.633035317
Order_No_18786,4741695.472094446
Order_No_17095,5423238.530585013
Order_No_16441,4398312.216821739
Order_No_22795,5728004.598229429
Order_No_19926,5546036.483393525
Order_No_9111,4511319.239058086
Order_No_27945,4400474.322438369
Order_No_5614,3956779.937083047
Order_No_15547,3824754.864094238
Order_No_25790,4163727.689855387
Order_No_20766,4681228.484353065
Order_No_20374,5163267.244225701
Order_No_18385,4572093.580860639
Order_No_18143,5821923.715145769
Order_No_4835,3544809.4886664967
Order_No_21379,4355966.686376896
Order_No_5444,4056574.598167127
Order_No_3401,4517759.676290233
Order_No_6604,3333804.995329865
Order_No_6496,4126958.2877866277
Order_No_213,5567820.447052262
Order_No_10714,3670110.5241660993
Order_No_7152,6785100.735286695
Order_No_82,5547526.167889302
Order_No_1790,4071447.181523498
Order_No_13605,5028859.445534745
Order_No_26575,4061669.837802387
Order_No_27651,5369077.823232021
Order_No_3745,3823626.796200277
Order_No_25540,5220264.390037133
Order_No_22822,5682363.443003344
Order_No_2919,8079530.563949399
Order_No_27152,3402022.47357929
Order_No_17411,6258427.1968134465
Order_No_23888,5503128.06608462
Order_No_19412,3500450.72317687
Order_No_16996,4258963.026109863
Order_No_18132,4854381.711068576
Order_No_8127,6101953.932058442
Order_No_7491,6016221.902341961
Order_No_11113,4077228.664606667
Order_No_23426,5581733.41643275
Order_No_27153,4569335.829794392
Order_No_5242,5096921.150376865
Order_No_8602,5737414.909094504
Order_No_9363,5794472.410265361
Order_No_13981,3560133.088863882
Order_No_6513,3763318.58360355
Order_No_1027,4503544.287289491
Order_No_12745,5825705.915641089
Order_No_20160,4472512.729796892
Order_No_11461,5055693.655328144
Order_No_22626,5863574.512613429
Order_No_19672,6310255.346460011
Order_No_8299,4004210.3156748777
Order_No_26611,5379102.5095685115
Order_No_17269,4559274.652289264
Order_No_21804,4672620.034381378
Order_No_5698,5470189.936497418
Order_No_27035,7395954.545532056
Order_No_17814,4188253.5715784156
Order_No_12374,3198069.1297863084
Order_No_280,5988201.098600793
Order_No_15243,4508844.755442615
Order_No_22552,6021230.425317585
Order_No_12938,4707893.672297121
Order_No_17756,4177313.5560103813
Order_No_9958,3381604.9348230134
Order_No_21572,3734310.3880815157
Order_No_13788,6408901.033884216
Order_No_21698,5868935.502136042
Order_No_4568,5651860.102032464
Order_No_18326,5545738.686362231
Order_No_22621,6257225.114422986
Order_No_22518,6177285.702768
Order_No_21981,4040720.2235055207
Order_No_19943,5422436.67751636
Order_No_1906,5476932.680263145
Order_No_27227,4462298.047921291
Order_No_3704,3518413.8590729116
Order_No_10015,5527926.5131154265
Order_No_4591,3955977.129152228
Order_No_11021,7075712.818208351
Order_No_9435,4231170.811243383
Order_No_12606,4992917.675325576
Order_No_8719,3846143.679637139
Order_No_20106,5538881.633615813
Order_No_20484,4675281.598043268
Order_No_10293,5421128.330585753
Order_No_10503,3696222.4410889596
Order_No_26562,4873301.894511519
Order_No_10494,7510355.171011941
Order_No_3451,5474209.672057473
Order_No_3553,5947434.018207486
Order_No_9347,5499065.0184895145
Order_No_18970,7569442.608624538
Order_No_11999,5403322.530490878
Order_No_19051,5180780.458547592
Order_No_19702,5968269.973439418
Order_No_20102,6282061.141765373
Order_No_5653,6204995.895766135
Order_No_10319,5856369.809651567
Order_No_26622,5287521.140883559
Order_No_18514,6099972.285990689
Order_No_24105,4977490.189344994
Order_No_13407,4182295.0117320535
Order_No_6773,4505308.162276337
Order_No_4090,5951193.849163582
Order_No_19925,6209991.67446902
Order_No_7374,7123391.964454527
Order_No_23765,3377722.8069645786
Order_No_6304,6528145.51604002
Order_No_25566,4918417.346226712
Order_No_6898,6352867.941625916
Order_No_16909,3568020.0940240473
Order_No_22681,4991989.059927847
Order_No_10858,5429777.75338902
Order_No_8577,5421614.047434302
Order_No_21237,6306363.898417984
Order_No_26568,4312795.808410225
Order_No_18310,5755016.247453729
Order_No_12882,5148367.750227347
Order_No_4578,3831254.3673620233
Order_No_21869,5397177.997711544
Order_No_5128,4340300.432294316
Order_No_2609,6724138.158502569
Order_No_241,4077787.1709276848
Order_No_4475,4193729.3354781615
Order_No_5833,4365113.2889834875
Order_No_20408,4242405.602117668
Order_No_2820,5613424.864738775
Order_No_20896,5234850.189625115
Order_No_15377,5696202.138926451
Order_No_14132,5140157.379066401
Order_No_16129,4030266.970207794
Order_No_9067,3982166.74048049
Order_No_15157,5604017.760041423
Order_No_16408,3939408.2544527035
Order_No_5874,6406624.932652483
Order_No_21277,5361963.680719446
Order_No_8317,5534746.885153897
Order_No_2834,3809029.2178592426
Order_No_7905,4227021.036570189
Order_No_3416,5743425.6819287
Order_No_22709,5583904.310225902
Order_No_10550,4262677.903308083
Order_No_24066,5295603.019044436
Order_No_11359,4563445.298117678
Order_No_8030,5179397.218210253
Order_No_1166,3462226.5457639196
Order_No_14906,5716138.2733804
Order_No_9557,5647917.100395902
Order_No_7864,3906938.4425749853
Order_No_944,4011073.150675
Order_No_19029,6131760.640892354
Order_No_9396,3461349.9804543774
Order_No_6593,5887966.897204978
Order_No_13737,4395293.708169543
Order_No_5225,5999086.07374639
Order_No_8988,5335473.597419118
Order_No_10010,4657520.65032521
Order_No_13725,4547722.548407277
Order_No_14420,3882543.9977073288
Order_No_1399,6550552.3269969495
Order_No_17777,5597828.647904123
Order_No_27119,6873641.760630661
Order_No_27768,5546035.305587113
Order_No_16881,3974026.854858612
Order_No_14788,5897195.27560146
Order_No_14603,4048162.3389384192
Order_No_14031,5169227.715814543
Order_No_9365,5614740.656519521
Order_No_23718,4235055.834297931
Order_No_12276,3530333.2134700753
Order_No_17937,4670748.672205837
Order_No_27942,5201691.419140642
Order_No_8919,3788191.5183675517
Order_No_12428,4532497.34763278
Order_No_7550,4217743.118703026
Order_No_12442,3498103.098568508
Order_No_25572,4861453.867421007
Order_No_24525,5805998.56042078
Order_No_13063,5307007.069209494
Order_No_3122,5288408.804704906
Order_No_9220,5937421.385767099
Order_No_18709,5193165.513714094
Order_No_18935,5897265.264243632
Order_No_17565,6539945.05911322
Order_No_6849,4244706.869567024
Order_No_1490,5220565.554495212
Order_No_25155,5809743.023987407
Order_No_6053,3785842.1713138963
Order_No_2767,6075216.700814849
Order_No_9943,5546048.108734258
Order_No_10518,4215701.563067583
Order_No_14202,6078592.90204351
Order_No_6287,5917999.524368725
Order_No_21467,4486450.985925728
Order_No_22083,5349785.310768492
Order_No_11424,5632855.692320737
Order_No_13944,4782163.630733665
Order_No_1625,5438879.923418401
Order_No_5941,4978174.506807448
Order_No_7413,5212958.758565698
Order_No_24095,4817324.178415776
Order_No_8003,5919794.221226368
Order_No_14979,5546160.244888016
